;Index,CO_FIPS,YEAR,Tel_RETL,Tel_FOOD,Tel_MANU,Tel_WSLE,Tel_OFFI,Tel_GVED,Tel_HLTH,Tel_OTHR,Tel_AGRI,Tel_MING,Tel_CONS,HBJ_RETL,HBJ_FOOD,HBJ_MANU,HBJ_WSLE,HBJ_OFFI,HBJ_GVED,HBJ_HLTH,HBJ_OTHR,HBJ_AGRI,HBJ_MING,HBJ_CONS,HBJ,Telecom,Tot_WAH,CO_NAME
152045,15,2045,0.0589,0.0341,0.0562,0.0606,0.1738,0.0854,0.0629,0.128,0.0563,0.0053,0.0515,0.0423,0.0245,0.0404,0.0435,0.1247,0.0613,0.0452,0.0919,0.0404,0.0038,0.037,0.0519,0.0724,0.1243,"Emery County, Utah"
152046,15,2046,0.059,0.0342,0.0563,0.0609,0.1741,0.0856,0.063,0.1282,0.0564,0.0053,0.0516,0.0427,0.0247,0.0407,0.044,0.1258,0.0619,0.0455,0.0926,0.0407,0.0038,0.0373,0.0524,0.0726,0.125,"Emery County, Utah"
152047,15,2047,0.0592,0.0343,0.0565,0.0611,0.1746,0.0859,0.0632,0.1285,0.0565,0.0053,0.0517,0.0431,0.0249,0.0411,0.0445,0.1269,0.0625,0.046,0.0934,0.0411,0.0039,0.0376,0.0529,0.0728,0.1257,"Emery County, Utah"
152048,15,2048,0.0594,0.0344,0.0567,0.0614,0.1752,0.0863,0.0635,0.1288,0.0567,0.0053,0.0519,0.0435,0.0252,0.0415,0.0449,0.1282,0.0631,0.0464,0.0942,0.0415,0.0039,0.038,0.0534,0.0731,0.1265,"Emery County, Utah"
152049,15,2049,0.0596,0.0345,0.0569,0.0617,0.1758,0.0866,0.0637,0.1291,0.0569,0.0053,0.0521,0.0439,0.0254,0.0419,0.0454,0.1294,0.0637,0.0469,0.095,0.0419,0.0039,0.0383,0.0539,0.0733,0.1272,"Emery County, Utah"
152050,15,2050,0.0598,0.0346,0.0571,0.0621,0.1764,0.0869,0.0639,0.1295,0.0571,0.0054,0.0523,0.0443,0.0256,0.0423,0.046,0.1306,0.0643,0.0473,0.0959,0.0423,0.004,0.0387,0.0544,0.0735,0.1279,"Emery County, Utah"
152051,15,2051,0.0601,0.0348,0.0573,0.0624,0.1771,0.0872,0.0641,0.1299,0.0574,0.0054,0.0525,0.0448,0.0259,0.0427,0.0465,0.1319,0.065,0.0478,0.0967,0.0427,0.004,0.0391,0.0549,0.0738,0.1287,"Emery County, Utah"
152052,15,2052,0.0603,0.0349,0.0575,0.0627,0.1778,0.0876,0.0644,0.1302,0.0576,0.0054,0.0527,0.0452,0.0261,0.0431,0.047,0.1332,0.0656,0.0482,0.0976,0.0431,0.0041,0.0395,0.0554,0.074,0.1294,"Emery County, Utah"
152053,15,2053,0.0606,0.0351,0.0578,0.0631,0.1786,0.088,0.0647,0.1307,0.0578,0.0054,0.0529,0.0457,0.0264,0.0436,0.0475,0.1346,0.0663,0.0487,0.0985,0.0436,0.0041,0.0399,0.0559,0.0742,0.1301,"Emery County, Utah"
152054,15,2054,0.0608,0.0352,0.058,0.0633,0.1792,0.0884,0.0649,0.1311,0.058,0.0055,0.0531,0.0461,0.0267,0.044,0.048,0.1358,0.067,0.0492,0.0994,0.044,0.0041,0.0403,0.0564,0.0745,0.1309,"Emery County, Utah"
152055,15,2055,0.0611,0.0353,0.0583,0.0637,0.18,0.0887,0.0652,0.1315,0.0583,0.0055,0.0533,0.0465,0.0269,0.0444,0.0485,0.1371,0.0676,0.0497,0.1002,0.0444,0.0042,0.0407,0.0569,0.0747,0.1316,"Emery County, Utah"
152056,15,2056,0.0612,0.0354,0.0584,0.0639,0.1805,0.089,0.0654,0.1319,0.0585,0.0055,0.0535,0.0469,0.0272,0.0448,0.049,0.1383,0.0682,0.0501,0.101,0.0448,0.0042,0.041,0.0574,0.0749,0.1323,"Emery County, Utah"
152057,15,2057,0.0614,0.0355,0.0586,0.0641,0.1809,0.0892,0.0655,0.132,0.0586,0.0055,0.0536,0.0473,0.0274,0.0451,0.0494,0.1394,0.0687,0.0505,0.1017,0.0451,0.0042,0.0413,0.0579,0.0752,0.1331,"Emery County, Utah"
152058,15,2058,0.0615,0.0356,0.0587,0.0643,0.1813,0.0894,0.0657,0.1321,0.0587,0.0055,0.0537,0.0477,0.0276,0.0455,0.0498,0.1404,0.0692,0.0509,0.1023,0.0455,0.0043,0.0416,0.0584,0.0754,0.1338,"Emery County, Utah"
152059,15,2059,0.0617,0.0357,0.0589,0.0645,0.1818,0.0896,0.0658,0.1323,0.0589,0.0055,0.0539,0.048,0.0278,0.0458,0.0502,0.1416,0.0698,0.0513,0.103,0.0459,0.0043,0.042,0.0589,0.0756,0.1345,"Emery County, Utah"
152060,15,2060,0.0619,0.0358,0.059,0.0648,0.1823,0.0899,0.066,0.1326,0.0591,0.0055,0.054,0.0484,0.028,0.0462,0.0507,0.1427,0.0704,0.0517,0.1038,0.0462,0.0043,0.0423,0.0594,0.0759,0.1353,"Emery County, Utah"
152061,15,2061,0.0621,0.0359,0.0592,0.065,0.1829,0.0902,0.0662,0.1329,0.0592,0.0056,0.0542,0.0488,0.0283,0.0466,0.0512,0.1439,0.0709,0.0521,0.1046,0.0466,0.0044,0.0427,0.0599,0.0761,0.136,"Emery County, Utah"
152062,15,2062,0.0622,0.036,0.0594,0.0652,0.1834,0.0904,0.0664,0.1333,0.0594,0.0056,0.0544,0.0492,0.0285,0.047,0.0516,0.145,0.0715,0.0525,0.1054,0.047,0.0044,0.043,0.0604,0.0763,0.1367,"Emery County, Utah"
152063,15,2063,0.0624,0.0361,0.0595,0.0654,0.1839,0.0907,0.0666,0.1335,0.0596,0.0056,0.0545,0.0496,0.0287,0.0473,0.052,0.1462,0.0721,0.053,0.1061,0.0474,0.0044,0.0433,0.0609,0.0766,0.1375,"Emery County, Utah"
152064,15,2064,0.0626,0.0362,0.0597,0.0657,0.1844,0.0909,0.0668,0.1338,0.0597,0.0056,0.0547,0.05,0.0289,0.0477,0.0525,0.1473,0.0726,0.0534,0.1069,0.0477,0.0045,0.0437,0.0614,0.0768,0.1382,"Emery County, Utah"
152065,15,2065,0.0627,0.0363,0.0599,0.0659,0.1849,0.0911,0.067,0.1341,0.0599,0.0056,0.0548,0.0504,0.0291,0.0481,0.0529,0.1484,0.0732,0.0538,0.1077,0.0481,0.0045,0.044,0.0619,0.0771,0.139,"Emery County, Utah"
172023,17,2023,0.0775,0.0449,0.074,0.0862,0.2289,0.1114,0.0828,0.1677,0.0736,0.0069,0.0677,0.0341,0.0198,0.0326,0.038,0.1008,0.0491,0.0364,0.0738,0.0324,0.0031,0.0298,0.0411,0.0934,0.1345,"Garfield County, Utah"
172024,17,2024,0.0749,0.0433,0.0714,0.0835,0.2208,0.1075,0.0799,0.1663,0.071,0.0067,0.0654,0.0341,0.0197,0.0325,0.038,0.1005,0.0489,0.0364,0.0757,0.0323,0.0031,0.0298,0.0403,0.0886,0.1289,"Garfield County, Utah"
172025,17,2025,0.0683,0.0395,0.0652,0.0763,0.2015,0.0981,0.073,0.152,0.0648,0.0061,0.0597,0.0362,0.0209,0.0345,0.0404,0.1066,0.0519,0.0386,0.0804,0.0343,0.0032,0.0316,0.0429,0.0811,0.124,"Garfield County, Utah"
172026,17,2026,0.065,0.0376,0.062,0.0726,0.1916,0.0932,0.0693,0.1443,0.0616,0.0058,0.0568,0.0364,0.021,0.0347,0.0406,0.1072,0.0522,0.0388,0.0808,0.0345,0.0033,0.0318,0.0431,0.0771,0.1202,"Garfield County, Utah"
172027,17,2027,0.0625,0.0362,0.0596,0.07,0.1843,0.0897,0.0667,0.138,0.0593,0.0056,0.0546,0.0366,0.0212,0.0349,0.041,0.1079,0.0525,0.0391,0.0808,0.0347,0.0033,0.032,0.0434,0.0741,0.1175,"Garfield County, Utah"
172028,17,2028,0.0606,0.0351,0.0579,0.068,0.1788,0.087,0.0647,0.133,0.0575,0.0054,0.053,0.0369,0.0213,0.0352,0.0413,0.1087,0.0529,0.0394,0.0808,0.035,0.0033,0.0322,0.0437,0.0718,0.1155,"Garfield County, Utah"
172029,17,2029,0.0591,0.0342,0.0564,0.0665,0.1742,0.0848,0.0631,0.1292,0.0561,0.0053,0.0516,0.0371,0.0214,0.0354,0.0417,0.1093,0.0532,0.0396,0.081,0.0352,0.0033,0.0324,0.044,0.0702,0.1142,"Garfield County, Utah"
172030,17,2030,0.0579,0.0335,0.0553,0.0653,0.1708,0.0831,0.0618,0.1265,0.0549,0.0052,0.0506,0.0373,0.0216,0.0356,0.042,0.1099,0.0535,0.0398,0.0814,0.0354,0.0033,0.0326,0.0444,0.0689,0.1133,"Garfield County, Utah"
172031,17,2031,0.0579,0.0335,0.0553,0.0656,0.1708,0.0832,0.0618,0.1264,0.055,0.0052,0.0506,0.0376,0.0218,0.0359,0.0425,0.1108,0.054,0.0401,0.082,0.0357,0.0034,0.0328,0.0449,0.0692,0.1141,"Garfield County, Utah"
172032,17,2032,0.0579,0.0335,0.0553,0.0657,0.1709,0.0832,0.0619,0.1265,0.055,0.0052,0.0506,0.0379,0.0219,0.0362,0.043,0.1118,0.0544,0.0405,0.0828,0.036,0.0034,0.0331,0.0454,0.0694,0.1148,"Garfield County, Utah"
172033,17,2033,0.058,0.0336,0.0554,0.0659,0.1711,0.0834,0.062,0.1266,0.0551,0.0052,0.0507,0.0383,0.0222,0.0365,0.0434,0.1128,0.055,0.0409,0.0835,0.0363,0.0034,0.0334,0.0459,0.0696,0.1155,"Garfield County, Utah"
172034,17,2034,0.0581,0.0336,0.0555,0.0663,0.1714,0.0836,0.0621,0.1264,0.0552,0.0052,0.0508,0.0386,0.0224,0.0369,0.0441,0.1139,0.0555,0.0412,0.084,0.0367,0.0035,0.0338,0.0464,0.0698,0.1162,"Garfield County, Utah"
172035,17,2035,0.0582,0.0337,0.0555,0.0665,0.1715,0.0837,0.0621,0.1273,0.0552,0.0052,0.0508,0.0389,0.0225,0.0372,0.0445,0.1148,0.056,0.0416,0.0853,0.0369,0.0035,0.034,0.0469,0.0701,0.117,"Garfield County, Utah"
172036,17,2036,0.0582,0.0337,0.0556,0.0668,0.1717,0.0838,0.0622,0.1277,0.0553,0.0052,0.0509,0.0393,0.0227,0.0375,0.0451,0.1158,0.0566,0.0419,0.0861,0.0373,0.0035,0.0343,0.0474,0.0703,0.1177,"Garfield County, Utah"
172037,17,2037,0.0583,0.0338,0.0557,0.067,0.172,0.084,0.0623,0.1279,0.0553,0.0052,0.051,0.0396,0.0229,0.0378,0.0456,0.1169,0.0571,0.0423,0.0869,0.0376,0.0036,0.0346,0.0479,0.0705,0.1184,"Garfield County, Utah"
172038,17,2038,0.0583,0.0338,0.0557,0.0673,0.172,0.0841,0.0623,0.1278,0.0553,0.0052,0.051,0.0399,0.0231,0.0381,0.0461,0.1177,0.0575,0.0426,0.0875,0.0379,0.0036,0.0349,0.0484,0.0708,0.1192,"Garfield County, Utah"
172039,17,2039,0.0584,0.0338,0.0558,0.0675,0.1722,0.0842,0.0624,0.1281,0.0554,0.0052,0.051,0.0403,0.0233,0.0384,0.0465,0.1187,0.0581,0.043,0.0883,0.0382,0.0036,0.0352,0.0489,0.071,0.1199,"Garfield County, Utah"
172040,17,2040,0.0584,0.0338,0.0558,0.0677,0.1723,0.0843,0.0624,0.128,0.0554,0.0052,0.051,0.0406,0.0235,0.0387,0.047,0.1196,0.0585,0.0433,0.0889,0.0385,0.0036,0.0354,0.0494,0.0712,0.1206,"Garfield County, Utah"
172041,17,2041,0.0585,0.0339,0.0559,0.068,0.1726,0.0844,0.0625,0.1282,0.0555,0.0052,0.0511,0.0409,0.0237,0.0391,0.0475,0.1206,0.059,0.0437,0.0896,0.0388,0.0037,0.0358,0.0499,0.0714,0.1213,"Garfield County, Utah"
172042,17,2042,0.0586,0.0339,0.0559,0.0683,0.1727,0.0846,0.0625,0.1283,0.0556,0.0053,0.0512,0.0412,0.0239,0.0393,0.048,0.1215,0.0595,0.044,0.0903,0.0391,0.0037,0.036,0.0504,0.0717,0.1221,"Garfield County, Utah"
172043,17,2043,0.0586,0.0339,0.0559,0.0683,0.1728,0.0847,0.0626,0.1284,0.0556,0.0053,0.0512,0.0415,0.024,0.0396,0.0484,0.1225,0.06,0.0443,0.091,0.0394,0.0037,0.0363,0.0509,0.0719,0.1228,"Garfield County, Utah"
172044,17,2044,0.0587,0.0339,0.056,0.0687,0.1729,0.0847,0.0626,0.1285,0.0556,0.0053,0.0512,0.0418,0.0242,0.0399,0.049,0.1233,0.0604,0.0447,0.0916,0.0397,0.0038,0.0365,0.0514,0.0721,0.1235,"Garfield County, Utah"
172045,17,2045,0.0587,0.034,0.0561,0.0688,0.1732,0.0849,0.0627,0.1287,0.0557,0.0053,0.0513,0.0422,0.0244,0.0402,0.0494,0.1243,0.061,0.045,0.0924,0.04,0.0038,0.0368,0.0519,0.0724,0.1243,"Garfield County, Utah"
172046,17,2046,0.0588,0.034,0.0561,0.069,0.1734,0.085,0.0628,0.1288,0.0558,0.0053,0.0514,0.0425,0.0246,0.0405,0.0499,0.1252,0.0614,0.0454,0.093,0.0403,0.0038,0.0371,0.0524,0.0726,0.125,"Garfield County, Utah"
172047,17,2047,0.0589,0.0341,0.0562,0.0693,0.1736,0.0852,0.0629,0.1291,0.0559,0.0053,0.0515,0.0428,0.0248,0.0409,0.0504,0.1262,0.0619,0.0457,0.0939,0.0406,0.0038,0.0374,0.0529,0.0728,0.1257,"Garfield County, Utah"
172048,17,2048,0.059,0.0341,0.0563,0.0695,0.1738,0.0853,0.063,0.1292,0.0559,0.0053,0.0515,0.0431,0.025,0.0412,0.0508,0.1271,0.0624,0.0461,0.0945,0.0409,0.0039,0.0377,0.0534,0.0731,0.1265,"Garfield County, Utah"
172049,17,2049,0.0592,0.0342,0.0565,0.0698,0.1744,0.0855,0.0632,0.1295,0.0561,0.0053,0.0517,0.0435,0.0252,0.0416,0.0514,0.1283,0.063,0.0465,0.0953,0.0413,0.0039,0.038,0.0539,0.0733,0.1272,"Garfield County, Utah"
172050,17,2050,0.0593,0.0343,0.0566,0.0702,0.1747,0.0857,0.0633,0.1297,0.0562,0.0053,0.0518,0.0439,0.0254,0.0419,0.052,0.1294,0.0635,0.0469,0.096,0.0416,0.0039,0.0383,0.0544,0.0735,0.1279,"Garfield County, Utah"
172051,17,2051,0.0594,0.0344,0.0567,0.0703,0.175,0.0859,0.0634,0.13,0.0563,0.0053,0.0519,0.0442,0.0256,0.0422,0.0524,0.1304,0.064,0.0472,0.0968,0.042,0.004,0.0386,0.0549,0.0738,0.1287,"Garfield County, Utah"
172052,17,2052,0.0595,0.0345,0.0568,0.0706,0.1755,0.0861,0.0636,0.1302,0.0565,0.0053,0.052,0.0446,0.0258,0.0426,0.0529,0.1315,0.0645,0.0476,0.0976,0.0423,0.004,0.039,0.0554,0.074,0.1294,"Garfield County, Utah"
172053,17,2053,0.0597,0.0345,0.0569,0.0709,0.1758,0.0863,0.0637,0.1306,0.0566,0.0053,0.0521,0.045,0.026,0.0429,0.0534,0.1325,0.065,0.048,0.0984,0.0426,0.004,0.0393,0.0559,0.0742,0.1301,"Garfield County, Utah"
172054,17,2054,0.0598,0.0346,0.0571,0.0712,0.1763,0.0865,0.0639,0.1308,0.0567,0.0054,0.0523,0.0453,0.0262,0.0433,0.054,0.1336,0.0656,0.0484,0.0991,0.043,0.0041,0.0396,0.0564,0.0745,0.1309,"Garfield County, Utah"
172055,17,2055,0.06,0.0347,0.0573,0.0716,0.1768,0.0868,0.0641,0.1311,0.0569,0.0054,0.0524,0.0457,0.0265,0.0436,0.0546,0.1348,0.0662,0.0488,0.0999,0.0434,0.0041,0.04,0.0569,0.0747,0.1316,"Garfield County, Utah"
172056,17,2056,0.0601,0.0348,0.0574,0.0719,0.1772,0.087,0.0642,0.1313,0.057,0.0054,0.0525,0.0461,0.0267,0.044,0.0551,0.1358,0.0666,0.0492,0.1006,0.0437,0.0041,0.0402,0.0574,0.0749,0.1323,"Garfield County, Utah"
172057,17,2057,0.0602,0.0348,0.0575,0.072,0.1774,0.0871,0.0643,0.1316,0.0571,0.0054,0.0526,0.0464,0.0268,0.0443,0.0554,0.1367,0.0671,0.0495,0.1014,0.044,0.0042,0.0405,0.0579,0.0752,0.1331,"Garfield County, Utah"
172058,17,2058,0.0603,0.0349,0.0575,0.0722,0.1777,0.0873,0.0644,0.1317,0.0572,0.0054,0.0527,0.0467,0.027,0.0446,0.0559,0.1376,0.0676,0.0499,0.1021,0.0443,0.0042,0.0408,0.0584,0.0754,0.1338,"Garfield County, Utah"
172059,17,2059,0.0604,0.035,0.0576,0.0725,0.178,0.0875,0.0645,0.1319,0.0573,0.0054,0.0528,0.047,0.0272,0.0449,0.0564,0.1386,0.0681,0.0502,0.1027,0.0446,0.0042,0.0411,0.0589,0.0756,0.1345,"Garfield County, Utah"
172060,17,2060,0.0605,0.035,0.0577,0.0727,0.1783,0.0876,0.0646,0.132,0.0574,0.0054,0.0528,0.0474,0.0274,0.0452,0.0569,0.1395,0.0686,0.0506,0.1034,0.0449,0.0042,0.0414,0.0594,0.0759,0.1353,"Garfield County, Utah"
172061,17,2061,0.0606,0.0351,0.0578,0.0729,0.1785,0.0877,0.0647,0.1322,0.0575,0.0054,0.0529,0.0477,0.0276,0.0455,0.0574,0.1405,0.069,0.0509,0.104,0.0452,0.0043,0.0416,0.0599,0.0761,0.136,"Garfield County, Utah"
172062,17,2062,0.0607,0.0351,0.0579,0.0732,0.1788,0.0879,0.0648,0.1324,0.0576,0.0054,0.053,0.048,0.0278,0.0458,0.0579,0.1414,0.0695,0.0512,0.1047,0.0455,0.0043,0.0419,0.0604,0.0763,0.1367,"Garfield County, Utah"
172063,17,2063,0.0608,0.0352,0.058,0.0733,0.1791,0.088,0.0649,0.1326,0.0576,0.0054,0.0531,0.0483,0.028,0.0461,0.0583,0.1424,0.0699,0.0516,0.1054,0.0458,0.0043,0.0422,0.0609,0.0766,0.1375,"Garfield County, Utah"
172064,17,2064,0.0609,0.0352,0.0581,0.0737,0.1794,0.0881,0.065,0.1328,0.0577,0.0055,0.0532,0.0486,0.0282,0.0464,0.0589,0.1433,0.0704,0.0519,0.1061,0.0461,0.0044,0.0425,0.0614,0.0768,0.1382,"Garfield County, Utah"
172065,17,2065,0.061,0.0353,0.0582,0.0738,0.1797,0.0883,0.0651,0.133,0.0578,0.0055,0.0533,0.049,0.0283,0.0467,0.0593,0.1443,0.0709,0.0523,0.1067,0.0464,0.0044,0.0428,0.0619,0.0771,0.139,"Garfield County, Utah"
192023,19,2023,0.0726,0.042,0.0693,0.082,0.2136,0.1028,0.0775,0.1444,0.0693,0.0065,0.0634,0.032,0.0185,0.0305,0.0361,0.0941,0.0453,0.0341,0.0636,0.0305,0.0029,0.0279,0.0411,0.0934,0.1345,"Grand County, Utah"
192024,19,2024,0.0689,0.0399,0.0658,0.0777,0.2027,0.097,0.0736,0.1377,0.0658,0.0062,0.0602,0.0314,0.0181,0.0299,0.0353,0.0923,0.0442,0.0335,0.0627,0.0299,0.0028,0.0274,0.0403,0.0886,0.1289,"Grand County, Utah"
192025,19,2025,0.0628,0.0364,0.06,0.0707,0.1848,0.0886,0.0671,0.1258,0.06,0.0056,0.0549,0.0332,0.0192,0.0317,0.0374,0.0978,0.0469,0.0355,0.0666,0.0317,0.003,0.029,0.0429,0.0811,0.124,"Grand County, Utah"
192026,19,2026,0.0597,0.0346,0.057,0.0673,0.1757,0.0842,0.0637,0.1193,0.057,0.0054,0.0522,0.0334,0.0193,0.0319,0.0376,0.0983,0.0471,0.0357,0.0668,0.0319,0.003,0.0292,0.0431,0.0771,0.1202,"Grand County, Utah"
192027,19,2027,0.0575,0.0333,0.0548,0.0647,0.1691,0.0811,0.0614,0.1136,0.0549,0.0052,0.0502,0.0337,0.0195,0.0321,0.0379,0.099,0.0475,0.0359,0.0665,0.0321,0.003,0.0294,0.0434,0.0741,0.1175,"Grand County, Utah"
192028,19,2028,0.0557,0.0323,0.0532,0.0628,0.164,0.0787,0.0595,0.1089,0.0532,0.005,0.0487,0.0339,0.0196,0.0323,0.0382,0.0997,0.0479,0.0362,0.0662,0.0323,0.003,0.0296,0.0437,0.0718,0.1155,"Grand County, Utah"
192029,19,2029,0.0542,0.0314,0.0518,0.0612,0.1596,0.0767,0.0579,0.1057,0.0518,0.0049,0.0474,0.034,0.0197,0.0325,0.0384,0.1001,0.0481,0.0363,0.0663,0.0325,0.003,0.0297,0.044,0.0702,0.1142,"Grand County, Utah"
192030,19,2030,0.053,0.0307,0.0506,0.0599,0.156,0.075,0.0566,0.1034,0.0506,0.0048,0.0463,0.0341,0.0198,0.0326,0.0386,0.1004,0.0483,0.0364,0.0666,0.0326,0.0031,0.0298,0.0444,0.0689,0.1133,"Grand County, Utah"
192031,19,2031,0.053,0.0307,0.0505,0.0599,0.1558,0.075,0.0565,0.1034,0.0506,0.0047,0.0463,0.0344,0.0199,0.0328,0.0389,0.1011,0.0487,0.0367,0.0671,0.0328,0.0031,0.03,0.0449,0.0692,0.1141,"Grand County, Utah"
192032,19,2032,0.0529,0.0306,0.0505,0.06,0.1558,0.075,0.0565,0.1034,0.0505,0.0047,0.0463,0.0346,0.02,0.0331,0.0392,0.1019,0.0491,0.037,0.0677,0.0331,0.0031,0.0303,0.0454,0.0694,0.1148,"Grand County, Utah"
192033,19,2033,0.053,0.0307,0.0506,0.0601,0.1559,0.0751,0.0566,0.1034,0.0506,0.0048,0.0463,0.0349,0.0202,0.0333,0.0396,0.1028,0.0496,0.0373,0.0682,0.0334,0.0031,0.0305,0.0459,0.0696,0.1155,"Grand County, Utah"
192034,19,2034,0.053,0.0307,0.0506,0.0603,0.1559,0.0752,0.0566,0.1032,0.0506,0.0048,0.0463,0.0352,0.0204,0.0336,0.0401,0.1036,0.05,0.0376,0.0686,0.0336,0.0032,0.0308,0.0464,0.0698,0.1162,"Grand County, Utah"
192035,19,2035,0.053,0.0306,0.0505,0.0604,0.1558,0.0752,0.0565,0.1042,0.0506,0.0047,0.0463,0.0355,0.0205,0.0338,0.0404,0.1043,0.0504,0.0379,0.0697,0.0339,0.0032,0.031,0.0469,0.0701,0.117,"Grand County, Utah"
192036,19,2036,0.053,0.0306,0.0505,0.0606,0.1558,0.0753,0.0565,0.1044,0.0506,0.0047,0.0463,0.0357,0.0207,0.0341,0.0409,0.1051,0.0508,0.0381,0.0704,0.0341,0.0032,0.0312,0.0474,0.0703,0.1177,"Grand County, Utah"
192037,19,2037,0.053,0.0307,0.0506,0.0608,0.1559,0.0754,0.0566,0.1046,0.0506,0.0048,0.0463,0.036,0.0208,0.0344,0.0413,0.1059,0.0512,0.0384,0.0711,0.0344,0.0032,0.0315,0.0479,0.0705,0.1184,"Grand County, Utah"
192038,19,2038,0.053,0.0307,0.0506,0.0609,0.156,0.0755,0.0566,0.1047,0.0502,0.0048,0.0463,0.0363,0.021,0.0346,0.0417,0.1068,0.0517,0.0387,0.0717,0.0343,0.0033,0.0317,0.0484,0.0708,0.1192,"Grand County, Utah"
192039,19,2039,0.0531,0.0307,0.0506,0.0611,0.1561,0.0756,0.0567,0.1048,0.0502,0.0048,0.0464,0.0366,0.0212,0.0349,0.0421,0.1076,0.0521,0.0391,0.0723,0.0346,0.0033,0.032,0.0489,0.071,0.1199,"Grand County, Utah"
192040,19,2040,0.0531,0.0307,0.0507,0.0612,0.1562,0.0757,0.0567,0.1048,0.0502,0.0048,0.0464,0.0369,0.0213,0.0352,0.0425,0.1085,0.0525,0.0394,0.0728,0.0349,0.0033,0.0322,0.0494,0.0712,0.1206,"Grand County, Utah"
192041,19,2041,0.0532,0.0308,0.0507,0.0614,0.1564,0.0758,0.0568,0.1049,0.0503,0.0048,0.0464,0.0372,0.0215,0.0355,0.0429,0.1094,0.053,0.0397,0.0734,0.0352,0.0033,0.0325,0.0499,0.0714,0.1213,"Grand County, Utah"
192042,19,2042,0.0532,0.0308,0.0508,0.0615,0.1565,0.0759,0.0568,0.105,0.0503,0.0048,0.0465,0.0374,0.0217,0.0357,0.0433,0.1102,0.0534,0.04,0.0739,0.0354,0.0034,0.0327,0.0504,0.0717,0.1221,"Grand County, Utah"
192043,19,2043,0.0533,0.0308,0.0508,0.0617,0.1567,0.076,0.0569,0.1051,0.0504,0.0048,0.0465,0.0377,0.0218,0.036,0.0437,0.111,0.0538,0.0403,0.0745,0.0357,0.0034,0.033,0.0509,0.0719,0.1228,"Grand County, Utah"
192044,19,2044,0.0533,0.0308,0.0508,0.0618,0.1568,0.076,0.0569,0.1052,0.0504,0.0048,0.0465,0.038,0.022,0.0363,0.0441,0.1118,0.0542,0.0406,0.075,0.036,0.0034,0.0332,0.0514,0.0721,0.1235,"Grand County, Utah"
192045,19,2045,0.0533,0.0309,0.0509,0.0619,0.1569,0.0761,0.0569,0.1053,0.0504,0.0048,0.0466,0.0383,0.0222,0.0365,0.0444,0.1126,0.0547,0.0409,0.0756,0.0362,0.0034,0.0334,0.0519,0.0724,0.1243,"Grand County, Utah"
192046,19,2046,0.0534,0.0309,0.0509,0.062,0.157,0.0762,0.057,0.1053,0.0505,0.0048,0.0466,0.0386,0.0223,0.0368,0.0448,0.1134,0.0551,0.0412,0.0761,0.0365,0.0035,0.0337,0.0524,0.0726,0.125,"Grand County, Utah"
192047,19,2047,0.0534,0.0309,0.051,0.0622,0.1572,0.0763,0.057,0.1054,0.0505,0.0048,0.0467,0.0388,0.0225,0.0371,0.0452,0.1143,0.0555,0.0415,0.0766,0.0367,0.0035,0.0339,0.0529,0.0728,0.1257,"Grand County, Utah"
192048,19,2048,0.0535,0.031,0.0511,0.0623,0.1574,0.0764,0.0571,0.1056,0.0506,0.0048,0.0467,0.0391,0.0226,0.0373,0.0456,0.1151,0.0559,0.0418,0.0772,0.037,0.0035,0.0342,0.0534,0.0731,0.1265,"Grand County, Utah"
192049,19,2049,0.0536,0.031,0.0511,0.0625,0.1576,0.0765,0.0572,0.1057,0.0507,0.0048,0.0468,0.0394,0.0228,0.0376,0.046,0.116,0.0563,0.0421,0.0778,0.0373,0.0035,0.0345,0.0539,0.0733,0.1272,"Grand County, Utah"
192050,19,2050,0.0537,0.0311,0.0512,0.0627,0.1579,0.0767,0.0573,0.1058,0.0508,0.0048,0.0469,0.0397,0.023,0.0379,0.0464,0.1169,0.0568,0.0424,0.0783,0.0376,0.0036,0.0347,0.0544,0.0735,0.1279,"Grand County, Utah"
192051,19,2051,0.0538,0.0311,0.0513,0.0629,0.1583,0.0768,0.0574,0.106,0.0509,0.0048,0.047,0.0401,0.0232,0.0382,0.0468,0.1179,0.0572,0.0428,0.0789,0.0379,0.0036,0.035,0.0549,0.0738,0.1287,"Grand County, Utah"
192052,19,2052,0.0539,0.0312,0.0515,0.0632,0.1586,0.077,0.0576,0.1061,0.051,0.0048,0.0471,0.0404,0.0234,0.0386,0.0473,0.1189,0.0577,0.0431,0.0795,0.0382,0.0036,0.0353,0.0554,0.074,0.1294,"Grand County, Utah"
192053,19,2053,0.0541,0.0313,0.0516,0.0634,0.1591,0.0772,0.0577,0.1064,0.0511,0.0048,0.0472,0.0407,0.0236,0.0389,0.0478,0.1199,0.0582,0.0435,0.0801,0.0385,0.0037,0.0356,0.0559,0.0742,0.1301,"Grand County, Utah"
192054,19,2054,0.0542,0.0314,0.0517,0.0636,0.1595,0.0774,0.0579,0.1066,0.0513,0.0049,0.0474,0.0411,0.0238,0.0392,0.0482,0.1209,0.0586,0.0439,0.0808,0.0389,0.0037,0.0359,0.0564,0.0745,0.1309,"Grand County, Utah"
