route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2003,302.2279.2,5886671,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886672,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886673,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886674,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886675,University Hospital,,0,1221409,254674,1,1
2003,302.2279.2,5886676,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886677,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886678,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886679,University Hospital,,0,1221410,254674,1,1
2003,302.2279.2,5886680,University Hospital,,0,1221409,254674,1,1
2003,302.2279.2,5886681,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886682,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886683,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886684,University Hospital,,0,1221410,254674,1,1
2003,302.2279.2,5886685,University Hospital,,0,1221409,254674,1,1
2003,302.2279.2,5886686,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886687,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886688,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886689,University Hospital,,0,1221410,254674,1,1
2003,302.2279.2,5886690,University Hospital,,0,1221409,254674,1,1
2003,302.2279.2,5886691,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886692,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886693,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886694,University Hospital,,0,1221410,254674,1,1
2003,302.2279.2,5886695,University Hospital,,0,1221409,254674,1,1
2003,302.2279.2,5886696,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886697,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886701,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886699,University Hospital,,0,1221410,254674,1,1
2003,302.2279.2,5886702,University Hospital,,0,1221409,254674,1,1
2003,302.2279.2,5886698,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886703,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886700,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886721,University Hospital,,0,1221410,254674,1,1
2003,302.2279.2,5886704,University Hospital,,0,1221409,254674,1,1
2003,302.2279.2,5886722,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886708,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886723,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886705,University Hospital,,0,1221410,254674,1,1
2003,302.2279.2,5886724,University Hospital,,0,1221409,254674,1,1
2003,302.2279.2,5886709,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886725,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886706,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886726,University Hospital,,0,1221404,254674,1,1
2003,302.2279.2,5886710,University Hospital,,0,1221407,254674,1,1
2003,302.2279.2,5886727,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886707,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886728,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886713,University Hospital,,0,1221404,254674,1,1
2003,302.2279.2,5886729,University Hospital,,0,1221407,254674,1,1
2003,302.2279.2,5886711,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886730,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886714,University Hospital,,0,1221408,254674,1,1
2003,302.2279.2,5886731,University Hospital,,0,1221404,254674,1,1
2003,302.2279.2,5886712,University Hospital,,0,1221407,254674,1,1
2003,302.2279.2,5886732,University Hospital,,0,1221405,254674,1,1
2003,302.2279.2,5886715,University Hospital,,0,1221406,254674,1,1
2003,302.2279.2,5886733,University Hospital,,0,1221404,254674,1,1
2003,302.2279.2,5886716,University Hospital,,0,1221407,254674,1,1
2003,302.2279.2,5886734,University Hospital,,0,1221404,254674,1,1
2003,302.2279.2,5886717,University Hospital,,0,1221407,254674,1,1
2003,302.2279.2,5886735,University Hospital,,0,1221404,254674,1,1
2003,302.2279.2,5886718,University Hospital,,0,1221407,254674,1,1
2003,302.2279.2,5886736,University Hospital,,0,1221404,254674,1,1
2003,302.2279.2,5886719,University Hospital,,0,1221407,254674,1,1
2003,302.2279.2,5886737,University Hospital,,0,1221404,254674,1,1
2003,302.2279.2,5886720,University Hospital,,0,1221407,254674,1,1
2003,302.2279.2,5886738,Salt Lake Central Station,,1,1221405,254675,1,1
2003,302.2279.2,5886739,Salt Lake Central Station,,1,1221408,254675,1,1
2003,302.2279.2,5886740,Salt Lake Central Station,,1,1221405,254675,1,1
2003,302.2279.2,5886741,Salt Lake Central Station,,1,1221408,254675,1,1
2003,302.2279.2,5886742,Salt Lake Central Station,,1,1221409,254675,1,1
2003,302.2279.2,5886743,Salt Lake Central Station,,1,1221405,254675,1,1
2003,302.2279.2,5886744,Salt Lake Central Station,,1,1221406,254675,1,1
2003,302.2279.2,5886745,Salt Lake Central Station,,1,1221408,254675,1,1
2003,302.2279.2,5886746,Salt Lake Central Station,,1,1221410,254675,1,1
2003,302.2279.2,5886747,Salt Lake Central Station,,1,1221409,254675,1,1
2003,302.2279.2,5886748,Salt Lake Central Station,,1,1221405,254675,1,1
2003,302.2279.2,5886749,Salt Lake Central Station,,1,1221406,254675,1,1
2003,302.2279.2,5886750,Salt Lake Central Station,,1,1221408,254675,1,1
2003,302.2279.2,5886751,Salt Lake Central Station,,1,1221410,254675,1,1
2003,302.2279.2,5886752,Salt Lake Central Station,,1,1221409,254675,1,1
2003,302.2279.2,5886753,Salt Lake Central Station,,1,1221405,254675,1,1
