stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
16268,124049,1700 S / Fremont Dr (WB),2220 W 1700 S & Fremont Ave,40.733228,-111.953267,,,,,,0
16269,124050,1700 S / Pioneer Rd (WB),2570 W 1700 S & Pioneer Rd,40.733229,-111.956416,,,,,,0
16271,124095,4130 W / Gramercy Rd (NB),1775 S 4130 W & California Ave,40.731946,-111.989891,,,,,,0
16279,124020,3600 W / 2150 S (SB),2140 S 3600 W & 3730 W,40.724561,-111.977297,,,,,,0
16280,124021,3600 W / 2270 S (SB),2250 S 3600 W & 3730 W,40.722076,-111.977303,,,,,,0
16281,124022,3600 W / 2340 S (SB),2330 S 3600 W & 3730 W,40.720197,-111.977299,,,,,,0
16282,124097,3600 W / 2400 S (SB),2400 S 3600 W & California Ave,40.718268,-111.977297,,,,,,1
16283,135221,3600 W / 2450 S (SB),2456 S 3600 W & 2555 S,40.716961,-111.977292,,,,,,0
16284,135222,3600 W / Great Lakes Dr (SB),2554 S 3600 W & 2555 S,40.715061,-111.977286,,,,,,0
16285,135223,3600 W / Honda Ave (SB),2610 S 3600 W & Honda Ave,40.713211,-111.977285,,,,,,0
16286,135322,3600 W / Parkway Blvd (SB),2690 S 3600 W & Parkway Blvd,40.711449,-111.977279,,,,,,0
16287,135224,3600 W / 2750 S (SB),2740 S 3600 W & Parkway Blvd,40.710231,-111.977279,,,,,,0
16289,133030,3500 S / Oquirlane St (EB),8261 W 3500 S & 8400 W,40.696363,-112.087858,,,,,,0
16303,133068,3500 S / 8150 W (WB),8169 W 3500 S,40.69655,-112.086478,,,,,,0
16304,171044,2700 W / 9000 S (NB),8944 S 2700 W & PRIVATE RD,40.588731,-111.957696,,,,,,1
16306,171046,2700 W / 8750 S (NB),8745 S 2700 W & 9000 S,40.59259,-111.957695,,,,,,0
16307,171049,2700 W / 8600 S (NB),JAGUAR DR & UNNAMED ST,40.595492,-111.957705,,,,,,0
16309,171047,Sugar Factory Station (NB),JAGUAR DR & UNNAMED ST,40.599242,-111.957686,,,,,,1
16314,171053,2700 W / 7810 S (NB),7809 S 2700 W & 7800 S,40.608836,-111.957707,,,,,,0
16315,171054,2700 W / 7800 S (NB),7767 S 2700 W,40.610091,-111.95768,,,,,,1
16317,152020,2700 W / 7525 S (NB),7531 S 2700 W & 7000 S,40.614404,-111.957698,,,,,,0
16318,152021,2700 W / 7380 S (NB),7381 S 2700 W & 7380 S,40.616991,-111.957725,,,,,,1
16321,152025,2700 W / 6870 S (NB),6867 S 2700 W & 6865 S,40.626347,-111.957727,,,,,,1
16322,152026,2700 W / Carson Ln (NB),6751 S 2700 W,40.628516,-111.957737,,,,,,1
16323,152027,2700 W / 6680 S (NB),6683 S 2700 W & 6680 S,40.629872,-111.957756,,,,,,1
16324,152028,2700 W / Ledgewood Dr (NB),6549 S 2700 W & 6550 S,40.632538,-111.957736,,,,,,0
16325,152029,2700 W / 6385 S (NB),6387 S 2700 W & 6550 S,40.635089,-111.957738,,,,,,1
16326,152031,2700 W / 6200 S (NB),6245 S 2700 W & 6200 S,40.637763,-111.957746,,,,,,1
16329,152178,6200 S / Dee Park Dr (EB),2315 W 6200 S & Dee Park Dr,40.638503,-111.950384,,,,,,1
16337,152183,6200 S / Dee Park Dr (WB),2278 W 6200 S & Dee Park Dr,40.638651,-111.949911,,,,,,0
16340,152007,2700 W / 6200 S (SB),6210 S 2700 W & 6200 S,40.637777,-111.957946,,,,,,1
16341,152009,2700 W / 6385 S (SB),6400 S 2700 W & 6610 S,40.635104,-111.957942,,,,,,0
16342,152010,2700 W / Ledgewood Dr (SB),6538 S 2700 W & 6610 S,40.632919,-111.957943,,,,,,1
16343,152011,2700 W / 6680 S (SB),6694 S 2700 W & 6680 S,40.629804,-111.957941,,,,,,0
16344,152012,2700 W / Carson Ln (SB),6800 S 2700 W & 6670 S,40.628105,-111.957931,,,,,,0
16345,152013,2700 W / 6870 S (SB),6900 S 2700 W & 6670 S,40.626037,-111.957925,,,,,,0
16346,152014,2700 W / 7000 S (SB),2700 W & 7022 S,40.623654,-111.957922,,,,,,1
16349,152016,2700 W / Bridle Acres St (SB),7260 S 2700 W & 7180 S,40.619306,-111.957931,,,,,,1
16351,152018,2700 W / 7525 S (SB),7520 S 2700 W & 7000 S,40.614483,-111.957897,,,,,,0
16354,135067,3650 S / 3100 W (WB),3102 W 3650 S & 3200 W,40.692993,-111.965622,,,,,,1
16358,135071,3650 S / 3400 W (WB),3436 W 3650 S & 3420 W,40.693007,-111.972995,,,,,,0
16365,135195,4100 S / 3600 W (WB),3610 W 4100 S & 3600 W,40.682223,-111.977721,,,,,,1
16366,135196,4100 S  / Bangerter Hwy (WB),3758 W 4100 S & 3900 W,40.682206,-111.980554,,,,,,1
16368,135143,4100 S / 4000 W (WB),4016 W 4100 S & 4000 W,40.682221,-111.987216,,,,,,1
16370,135145,4100 S / Acord Way (WB),4238 W 4100 S & ACORD WAY,40.682169,-111.992273,,,,,,1
16371,134071,4100 S / 4400 W (WB),4412 W 4100 S & 4400 W,40.682157,-111.996537,,,,,,1
16372,134072,4100 S / Charles Dr (WB),4528 W 4100 S & 4520 W,40.682152,-111.999162,,,,,,1
16374,134017,4800 W / 4100 S (SB),4114 S 4800 W & 4100 S,40.681545,-112.005798,,,,,,0
16375,134018,4800 W / 4175 S (SB),4180 S 4800 W & 4175 S,40.680286,-112.005767,,,,,,0
16376,134019,4800 W / 4250 S (SB),4248 S 4800 W & 4250 S,40.678701,-112.005762,,,,,,0
16377,134020,4800 W / 4290 S (SB),4286 S 4800 W & 4290 S,40.677535,-112.005746,,,,,,1
16378,134021,4800 W / Valley View Dr (SB),4360 S 4800 W & 4350 S,40.675638,-112.005727,,,,,,0
16379,134022,4800 W / Royal Ann Dr (SB),4506 S 4800 W & 4490 S,40.672291,-112.005765,,,,,,0
16380,134023,4800 W / Westpoint Dr (SB),4570 S 4800 W & 4575 S,40.670967,-112.005765,,,,,,0
16384,134168,4700 S / 5020 W (WB),5040 W 4700 S & 5020 W,40.667675,-112.011248,,,,,,1
16386,134121,4700 S / 5260 W (WB),5276 W 4700 S & 5260 W,40.667676,-112.016923,,,,,,1
16387,134122,4700 S / 5400 W (WB),5410 W 4700 S & 5400 W,40.667658,-112.020344,,,,,,1
16388,125170,Redwood Rd / 2100 S (NB),2045 S Redwood Rd & 2100 S,40.726619,-111.938804,,,,,,1
16389,125171,Redwood Rd / 1900 S (NB),1899 S Redwood Rd & 400 S,40.728311,-111.938851,,,,,,0
16390,125172,Redwood Rd / 1800 S (NB),1801 S Redwood Rd & 400 S,40.730529,-111.938859,,,,,,0
16391,124057,1700 S / Empire Rd (WB),1816 W 1700 S & Empire Rd,40.733231,-111.942452,,,,,,0
16392,124058,1700 S / Industrial Rd (WB),1896 W 1700 S & Industrial Rd,40.733231,-111.944341,,,,,,0
16393,124059,1700 S / Wallace Rd (WB),1970 W 1700 S & Industrial Rd,40.733231,-111.946865,,,,,,0
16399,124065,Pioneer Rd / 1700 S (SB),1710 S Pioneer Rd & Industrial Rd,40.732651,-111.958131,,,,,,1
16400,124066,Pioneer Rd / Bridger Rd (SB),1850 S Pioneer Rd & Industrial Rd,40.729372,-111.958127,,,,,,0
16401,124098,UDOT Region Two (SB),2000 S Pioneer Rd & California Ave,40.728271,-111.958703,,,,,,0
16402,124069,North Frontage Rd / 2900 W (WB),2905 W North Frontage Rd & Industrial Rd,40.726561,-111.962337,,,,,,0
16410,125074,400 S / Concord St (WB),1234 W 400 S & 900 W,40.760738,-111.926838,,,,,,1
16411,125075,400 S / Navajo St (WB),1367 W 400 S,40.76071,-111.930274,,,,,,1
16413,125077,400 S / Cheyenne St (WB),1527 W 400 S,40.760741,-111.934957,,,,,,1
16423,188031,Redwood Rd / 11800 S  (NB),11757 S Redwood Rd & 11800 S,40.537637,-111.938545,,,,,,0
16429,135112,3200 W / 4100 S (NB),4061 S 3200 W & Minuet Ave,40.682837,-111.967444,,,,,,0
16430,135113,3200 W / Whitehall Dr (NB),3985 S 3200 W & Minuet Ave,40.685278,-111.967468,,,,,,1
16431,135114,3200 W / 3900 S (NB),3887 S 3200 W & Minuet Ave,40.687178,-111.967461,,,,,,1
16432,135115,3200 W / 3800 S (NB),3837 S 3200 W & 3800 S,40.689384,-111.967476,,,,,,1
16433,135117,3200 W / Wright Ln (NB),3727 S 3200 W & 3800 S,40.691531,-111.967472,,,,,,1
16434,135118,3200 W / 3650 S (NB),3653 S 3200 W & 3650 S,40.692588,-111.967471,,,,,,1
16436,116005,2400 W / 45 S (SB),20 S 2400 W & 2200 W,40.769945,-111.958283,,,,,,0
16439,137439,State St / 2950 Ave (SB),2968 S State St,40.706507,-111.888473,,,,,,1
16440,137440,State St / Bank Ave (SB),3094 S State St & Crystal Ave,40.703641,-111.888478,,,,,,0
16441,137442,State St / 3330 S (SB),3330 S State St & 3300 S,40.699296,-111.888473,,,,,,1
16442,137443,State St / 3400 S (SB),State St & 3434 S,40.696574,-111.8885,,,,,,0
16443,137445,State St / Helm Ave (SB),3620 S State St & 3300 S,40.69261,-111.888475,,,,,,0
16444,137446,State St / 3750 S (SB),,40.689467,-111.888497,,,,,,0
16445,137447,State St / 3900 S (SB),3924 S State St & 3900 S,40.686318,-111.888471,,,,,,1
16446,137448,State St / Hill Ave (SB),4068 S State St & Gordon Ave,40.683596,-111.888476,,,,,,0
16447,137449,State St / Gordon Ln (SB),4190  & GORDON LN,40.680433,-111.888489,,,,,,0
16448,137451,State St / 4400 S (SB),4400 S State St & Gordon Ave,40.675439,-111.888494,,,,,,1
16450,154006,State St / Intermountain Dr (SB),5200 S State St & 7000 S,40.658678,-111.888499,,,,,,0
16451,154369,State St /  5250 S (SB),5270 S State St,40.657209,-111.888503,,,,,,0
16452,154169,State St / 5300 S (SB),5392 ,40.654204,-111.888529,,,,,,1
16453,154170,State St / 5530 S (SB),5518 ,40.651346,-111.888663,,,,,,0
16454,154172,State St / Stauffer Ln (SB),5680 S State St & Stauffer Ln,40.647936,-111.888817,,,,,,0
16455,154173,State St / 5770 S (SB),5760 S State St & Stauffer Ln,40.645901,-111.888934,,,,,,0
16456,154174,State St / 5900 S (SB),5898 S State St & Stauffer Ln,40.643172,-111.889059,,,,,,1
16457,154175,State St / 5975 S (SB),5980 S State St & Stauffer Ln,40.641129,-111.889193,,,,,,0
16458,154176,State St / 6100 S (SB),6098 S State St & Stauffer Ln,40.638627,-111.889315,,,,,,0
16460,118053,Main St / Hillside Ave (NB),238  & 240 N,40.774639,-111.890978,1,,,,,0
16463,118062,500 N / Cortez St,86 E 500 N & Cortez Dr,40.779843,-111.886942,1,,,,,0
16466,125072,400 S / Goshen St (WB),1060 W 400 s & Goshen Street,40.760786,-111.921845,,,,,,1
16468,171002,2700 W / 7800 S (SB),7810 S 2700 W & 7800 S,40.608978,-111.957911,,,,,,0
16473,171127,Sugar Factory Station (SB),JAGUAR DR & UNNAMED ST,40.599297,-111.957928,,,,,,1
16475,171008,2700 W / 8600 S (SB),8590 S 2700 W & 8600 S,40.595668,-111.957911,,,,,,0
16477,171009,2700 W / 8750 S (SB),8748 S 2700 W & 8600 S,40.592837,-111.957918,,,,,,0
16503,124072,2400 W / North Temple (NB),135 S 2400 W & North Temple,40.768778,-111.958122,,,,,,1
16504,116006,2400 W / 45 S (NB),1 S 2400 W & 2200 W,40.770049,-111.958124,,,,,,0
16505,116007,North Temple St / 2400 W (EB),2375 W North Temple St & 2400 W,40.771374,-111.957774,,,,,,0
16506,117067,Redwood Rd / North Temple (SB),55 N Redwood Rd & North Temple,40.770728,-111.939441,,,,,,1
16509,136289,3900 S / 500 W (WB),533 W 3900 S & 500 W,40.687124,-111.906593,,,,,,1
16514,135066,3650 S / Granger Dr (WB),2968 W 3650 S & 3000 W,40.692996,-111.963751,,,,,,1
16525,135002,Constitution Blvd / Parkway Blvd (S,2726 S Constitution Blvd & 1800 W,40.711746,-111.958176,,,,,,0
16526,135003,Constitution Blvd / 2771 S (SB),2770 S Constitution Blvd & 4260 S,40.710083,-111.958169,,,,,,0
16527,135004,Constitution Blvd / 2935 S (SB),S Constitution Blvd,40.706756,-111.958096,,,,,,0
16531,135280,3500 S / Decker Lake Dr (EB),2227 W 3500 S & 2200 W,40.696534,-111.947692,,,,,,1
16532,135281,3500 S / 1950 W (EB),1953 W 3500 S & 1940 W,40.696502,-111.943836,,,,,,0
16533,136201,3500 S / Redwood Rd (EB),1685 W 3500 S & 1700 W,40.696508,-111.937859,,,,,,1
16534,136202,3500 S / 1500 W (EB),1575 W 3500 S & 1700 W,40.697071,-111.934269,,,,,,1
16535,136203,3400 S / 1400 W (EB),1444 W 3400 S & 1400 W,40.697911,-111.932649,,,,,,1
16538,136207,3300 S / 1100 W (EB),1095 W 3300 S & 1700 W,40.699318,-111.922321,,,,,,0
16539,136208,3300 S / 1000 W (EB),981 W 3300 S & 1000 W,40.699292,-111.919325,,,,,,1
16540,136291,900 W / 3300 S (SB),3340 S 900 W & 700 W,40.698811,-111.917026,,,,,,1
16541,136292,900 W / 3400 S (SB),3420 S 900 W & 700 W,40.696372,-111.917041,,,,,,0
16542,136293,900 W / 3600 S (SB),3594 S 900 W & 3600 S,40.693553,-111.917038,0,,,,,1
16559,134083,4700 S / 5600 W (EB),5585 W 4700 S & 5600 W,40.667518,-112.023858,,,,,,0
16560,134084,4700 S / 5400 W (EB),5407 W 4700 S & 5400 W,40.667516,-112.020029,,,,,,1
16561,134085,4700 S / 5260 W (EB),5265 W 4700 S & 5260 W,40.667518,-112.016864,,,,,,1
16563,135088,3200 W / 3835 S (SB),3850 S 3200 W & 3835 S,40.688292,-111.967614,,,,,,1
16565,135090,3200 W / Whitehall Dr (SB),3990 S 3200 W & 3835 S,40.684824,-111.967611,,,,,,1
16566,135091,3200 W / 4060 S (SB),4068 S 3200 W & 4100 S,40.683064,-111.967601,,,,,,1
16567,135092,3200 W / Sunnybrook Dr (SB),4148 ,40.680972,-111.967639,,,,,,0
16568,135093,3200 W / Valley Home Ave (SB),4204 S 3200 W & 4200 S,40.679657,-111.967614,,,,,,0
16569,135094,3200 W / Winchester Dr (SB),4280 S 3200 W & 4270 S,40.677634,-111.967613,,,,,,1
16570,135095,3200 W / 4340 S (SB),4338 S 3200 W & 4340 S,40.676482,-111.967601,,,,,,1
16571,135097,3200 W / Roxborough Park St (SB),4458 S 3200 W & 4460 S,40.673653,-111.967578,,,,,,1
16573,135099,3200 W / Blue Haven Dr (SB),4598 S 3200 W & 4600 S,40.670228,-111.967573,,,,,,1
16574,135100,3200 W / 4700 S (SB),4710 S 3200 W & 4700 S,40.667065,-111.967549,,,,,,0
16576,135101,3200 W / Midwest Dr (SB),4850 S 3200 W & Midwest Dr,40.663989,-111.967531,,,,,,0
16577,152071,3200 W / 4960 S (SB),4958 S 3200 W & 4960 S,40.661739,-111.967528,,,,,,0
16578,152072,3200 W / Bigarade Ln (SB),5068 S 3200 W & Bigarade Ln,40.660123,-111.967516,,,,,,0
16579,152073,3200 W / Huntington Rd (SB),5248 S 3200 W & Huntington Rd,40.656849,-111.967518,,,,,,0
16581,152191,3200 W / Royalwood Dr (SB),5348 S 3200 W & Royalwood Dr,40.654094,-111.967501,,,,,,0
16582,152037,3200 W / 5400 S (SB),5404 S 3200 W & 5400 S,40.652552,-111.967487,,,,,,0
16583,152038,3200 W / Danube Dr (SB),5536 ,40.650667,-111.967472,,,,,,0
16584,152039,3200 W / Dynasty Oaks Cir (SB),5668 S 3200 W & Danube Dr,40.648361,-111.967479,,,,,,0
16586,151002,Clernates Dr / Clematis Way (SB),6394 S Clernates Dr & Clematis Way,40.635081,-112.018327,,,,,,0
16587,151003,Clernates Dr / Banquet Ave (SB),6494 S Clernates Dr & CLERNATES CIR,40.633495,-112.017452,,,,,,0
16588,151004,Clernates Dr / 6600 S (SB),6598 S Clernates Dr & 6600 S,40.631441,-112.017437,,,,,,0
16589,151100,Clernates Dr / Saguaro Dr (SB),6718 S Clernates Dr & Saguaro Dr,40.629374,-112.017506,,,,,,0
16590,151101,Clernates Dr / Wake Robin Dr (SB),6852 S Clernates Dr & Cyclamen Cir,40.626852,-112.018008,,,,,,0
16595,151008,Cougar Ln / 6600 S (NB),6587 S Cougar Ln & Murray Holladay Rd,40.631722,-112.007192,,,,,,0
16597,151109,Cougar Ln / 6440 S (NB),6425 S Cougar Ln & 6440 S,40.634565,-112.007221,,,,,,0
16599,151009,Cougar Ln / 6200 S (NB),6221 S Cougar Ln & 6200 S,40.637934,-112.005398,,,,,,1
16614,134088,4700 S / 5020 W (EB),5045 W 4700 S & 5020 W,40.667497,-112.011317,,,,,,1
16616,134125,4800 W / Westpoint Dr (NB),4563 S 4800 W & 4575 W,40.671011,-112.005546,,,,,,1
16617,134126,4800 W / Royal Ann Dr (NB),4505 S 4800 W & 4575 W,40.673557,-112.005547,,,,,,0
16618,134127,4800 W / Valley View Dr (NB),4361 S 4800 W & Valleyview St,40.675647,-112.005545,,,,,,0
16619,134128,4800 W / 4290 S (NB),4291 S 4800 W & 4290 S,40.677348,-112.005561,,,,,,0
16620,134129,4800 W / 4250 S (NB),4251 S 4800 W & 4250 S,40.678452,-112.005566,,,,,,0
16621,134130,4800 W / 4175 S (NB),4177 S 4800 W & 4175 S,40.680101,-112.005601,,,,,,0
16622,134131,4800 W / 4100 S (NB),4115 S 4800 W & 4100 S,40.681482,-112.005597,,,,,,0
16624,134067,4100 S / Charles Dr (EB),4494 W 4100 S & 4500 W,40.681976,-111.998463,,,,,,1
16626,135147,4100 S / Falcon St (EB),4179 ,40.681999,-111.990791,,,,,,1
16628,135181,4100 S / Bangerter Hwy (EB),3855 W 4100 S & 3875 S,40.681988,-111.983768,,,,,,0
16630,135182,4100 S / 3650 W (EB),3657 W 4100 S & 3875 S,40.681998,-111.978621,,,,,,1
16640,135119,3650 S / 3100 W (EB),3101 W 3650 S & 3650 S,40.692875,-111.965492,,,,,,1
16641,135120,3650 S / Granger Dr (EB),2961 W 3650 S & 3650 S,40.692875,-111.963521,,,,,,1
16643,135047,3800 S / 2700 W (EB),2665 W 3800 S & PRIVATE RD,40.689319,-111.957426,,,,,,0
16647,135057,3800 S / 1950 W (EB),1937 W 3800 S & S 1950 W,40.689343,-111.943305,,,,,,0
16649,136222,Redwood Rd / 3860 S (SB),3810 S REDWOOD RD & PRIVATE RD,40.688902,-111.93907,,,,,,1
16652,171100,4000 W / Old Bingham Hwy (SB),8900 S 4000 W & Old Bingham Hwy,40.58973,-111.986531,,,,,,1
16658,171105,Jordan Landing Blvd / 7800 S (NB),7771 S Jordan Landing Blvd & 7800 S,40.610874,-111.986115,,,,,,0
16659,171106,Jordan Landing Blvd /  Airport Cent,7680 S Jordan Landing Blvd,40.611439,-111.98623,,,,,,0
16661,171109,7800 S / Wood Green Rd (EB),3425 W 7800 S & Palladium Dr,40.609379,-111.973081,,,,,,0
16663,171064,3200 W / 7670 S (NB),S 3200 W & 7800 S,40.610493,-111.967369,,,,,,0
16664,171138,3200 W / 7675 S (NB),S 3200 W & 7675 S,40.612266,-111.967359,,,,,,0
16665,152053,3200 W / Charing Cross Rd (NB),S 3200 W & Charing Cross Rd,40.615686,-111.967347,,,,,,1
16666,152054,3200 W / 7325  S (NB),S 3200 W & 7325 S,40.617777,-111.967321,,,,,,1
16667,152055,3200 W / New World Dr (NB),S 3200 W & New World Dr,40.619372,-111.967313,,,,,,1
16668,152197,3200 W / 7080 S (NB),7115 S 3200 W & 7000 S,40.622432,-111.967301,,,,,,0
16671,152125,Dixie Dr / Kentucky Dr (NB),6741 S Dixie Dr & Kentucky Ave,40.628599,-111.977781,,,,,,0
16672,152126,Dixie Dr / 6687 S (NB),6687 S Dixie Dr & Kentucky Ave,40.629781,-111.978683,,,,,,0
16673,152127,Dixie Dr / California Dr (NB),6593 S Dixie Dr & Kentucky Ave,40.631521,-111.979482,,,,,,0
16674,152128,Dixie Dr / Oskaloosa Dr (NB),6515 S Dixie Dr & Kentucky Ave,40.632794,-111.979787,,,,,,0
16675,152129,Dixie Dr / Atmore Rd (NB),6383 S Dixie Dr & Atmore Rd,40.635028,-111.978926,,,,,,0
16676,152130,Dixie Dr / Tuscaloosa Way (NB),6345 S Dixie Dr & Tuscaloosa Way,40.635992,-111.978134,,,,,,0
16677,152131,Dixie Dr / 6267 S (NB),6267 S Dixie Dr,40.637335,-111.978123,,,,,,1
16678,152132,6200 S / Gold Medal Dr (EB),3501 W 6200 S & 4000 W,40.638508,-111.974001,,,,,,0
16681,152060,3200 W / Bennion Blvd (NB),6199 S 3200 W & 6200 S,40.639017,-111.967282,,,,,,0
16682,152061,3200 W / Summit Vista Blvd (NB),5987 S 3200 W & Don Francisco Dr,40.642791,-111.967292,,,,,,0
16683,152063,3200 W / Ryan Dr (NB),5606 ,40.649333,-111.967306,,,,,,0
16684,152064,3200 W / Danube Dr (NB),5517 S 3200 W & Don Francisco Dr,40.650695,-111.967327,,,,,,0
16686,152066,3200 W / Huntington Rd (NB),5265 S 3200 W & Robinwood Dr,40.655952,-111.967359,,,,,,1
16688,152068,3200 W / Bigarade Ln (NB),5078 ,40.659667,-111.967333,,,,,,0
16689,152069,3200 W / 4960 S (NB),4961 S 3200 W & 4960 S,40.661229,-111.967352,,,,,,0
16691,135102,3200 W / Midwest Dr (NB),4847 S 3200 W & Midwest Dr,40.663861,-111.967369,,,,,,0
16692,135103,3200 W / Meadow Wood Way (NB),4779 S 3200 W & Midwest Dr,40.665615,-111.967374,,,,,,0
16694,135105,3200 W / Blue Haven Dr (NB),4615 S 3200 W & Midwest Dr,40.669607,-111.967399,,,,,,1
16695,135107,3200 W / Westcove Dr (NB),4545 S 3200 W & Midwest Dr,40.671376,-111.967399,,,,,,1
16696,135108,3200 W / Roxborough Park St (NB),4425 S 3200 W & 4460 S,40.673779,-111.967421,,,,,,1
16697,135109,3200 W / 4340 S (NB),4325 S 3200 W & 4460 S,40.676771,-111.967409,,,,,,1
16698,135110,3200 W / Winchester Dr (NB),4265 S 3200 W & Meadowbrook Dr,40.678324,-111.967424,,,,,,1
16701,196015,14400 S / 2000 W (EB),1982 W 14400 S & 2000 w,40.489513,-111.944055,,,,,,0
16705,197011,Redwood Rd / 14000 S (SB),13992 S Redwood Rd & 14000 S,40.497,-111.938795,,,,,,1
16708,197013,Redwood Rd / 13630 S (NB),13595 S REDWOOD RD,40.503868,-111.938442,,,,,,0
16711,188005,Sentinel Ridge Blvd / Real Vista Dr,14538 Sentinel Ridge Blvd,40.484952,-111.985085,,,,,,0
16712,188006,12300 S / 700 E (WB),683 E 12300 S,40.527066,-111.871946,,,,,,1
16714,188008,12300 S / 450 E (WB),429 E 12300 S,40.526865,-111.878635,,,,,,0
16716,188010,Frontrunner Blvd / Vista Station Bl,13276 S Frontrunner Blvd W,40.510174,-111.90677,,,,,,0
16718,188015,13490 S / Lone Peak Pkwy (WB),310 W 13490 S,40.506366,-111.897582,,,,,,0
16719,188016,12300 S / Vista Station Blvd (WB),570 W 12300 S & Vista Station Blvd,40.526923,-111.907277,,,,,,0
16723,188020,Redwood Rd / 13400 S (SB),13420 S REDWOOD RD & HAMILTON DR,40.50742,-111.938802,,,,,,0
16725,197002,Redwood Rd / 13630 S (SB),13676 S Redwood Rd,40.502534,-111.938946,,,,,,0
16728,197005,Redwood Rd / 14000 S (NB),13903 S Redwood Rd & 14000 S,40.49867,-111.938411,,,,,,1
16730,197007,14400 S / Redwood Rd (WB),1730 W 14400 S & REDWOOD RD,40.489709,-111.940736,,,,,,0
16731,197028,14400 S / 2000 W (WB),2026 W 14400 S & 2000 West,40.48968,-111.945076,,,,,,0
16732,196001,2200 W / 14400 S  (WB),2192 W 14400 S & 2200 W,40.489646,-111.947986,,,,,,0
16742,188026,Redwood Rd / 12300 S (NB),12261 S Redwood Rd & 12300 S,40.52825,-111.938548,,,,,,0
16745,136147,4000 S / 1150 W (EB),1151 W Meadowbrook Expy,40.685431,-111.924739,,,,,,0
16746,136148,3900 S / 850 W (EB),831 W MEADOWBROOK EXPWY,40.686915,-111.915029,,,,,,1
16748,136150,3900 S / 500 W (EB),547 W 3900 S & 500 W,40.686902,-111.907087,,,,,,1
16749,152041,3200 W / Summit Vista Blvd (SB),5986 S 3200 W & Don Francisco Dr,40.642697,-111.967447,,,,,,1
16753,152136,6200 S / Gold Medal Dr (WB),3534 W 6200 S & 3510 W,40.638655,-111.975136,,,,,,0
16754,152109,Dixie Dr / 6260 S (SB),6260 S Dixie Dr & 6200 S,40.637362,-111.978293,,,,,,1
16755,152110,Dixie Dr / Tuscaloosa Way (SB),6348 S Dixie Dr & Tuscaloosa Way,40.6359,-111.978334,,,,,,0
16756,152111,Dixie Dr / Atmore Rd (SB),6394 S Dixie Dr & Atmore Rd,40.634916,-111.979368,,,,,,0
16757,152112,Dixie Dr / Oskaloosa Dr (SB),6506 S Dixie Dr & Scranton Dr,40.633053,-111.980154,,,,,,0
16758,152113,Dixie Dr / California Dr (SB),6588 S Dixie Dr & Scranton Dr,40.631739,-111.979644,,,,,,0
16759,152114,Dixie Dr / 6702 S (SB),6702 S Dixie Dr & Kentucky Dr,40.629503,-111.978629,,,,,,0
16760,152115,Dixie Dr / Kentucky Dr (SB),6778 S Dixie Dr & Kentucky Dr,40.628498,-111.977875,,,,,,0
16765,152046,3200 W / 7080 S (SB),7080 S 3200 W & 7000 S,40.622734,-111.967456,,,,,,1
16766,152047,3200 W / New World Dr (SB),7236 ,40.619722,-111.9675,,,,,,0
16767,152048,3200 W / 7325 S (SB),7348 S 3200 W & 7325 S,40.617831,-111.967494,,,,,,0
16768,152049,3200 W / Charing Cross Rd (SB),7488 S 3200 W & Charing Cross Rd,40.615645,-111.967513,,,,,,0
16769,152050,3200 W / Cable Ct (SB),7640 S 3200 W & 7550 S,40.613353,-111.967522,,,,,,1
16770,152051,3200 W / 7670 S (SB),7740 S 3200 W & 7800 S,40.610738,-111.967541,,,,,,1
16771,171055,3200 W / 7800 S (SB),7810 S 3200 W & 7800 S,40.608721,-111.967567,,,,,,0
16772,171056,3200 W / Shayla Dr (SB),7980 S 3200 W & Norwich Dr,40.606197,-111.967522,,,,,,1
16773,171057,3200 W / Starlite Dr (SB),8132 S 3200 W & 8050 S,40.603131,-111.967384,,,,,,0
16774,171058,3200 W / Skyvue Cir (NB),8212 S 3200 W & Skyvue Cir,40.601627,-111.967458,,,,,,0
16779,171134,9000 S / 3590 W (WB),3480 W 9000 S & 3900 W,40.588045,-111.974115,,,,,,1
16780,171135,9000 S / Winthrope Dr (WB),3690 W 9000 S & 3900 W,40.587954,-111.979149,,,,,,0
16781,171096,9000 S / Elmhearst Dr (WB),3808 W 9000 S & 3780 W,40.587971,-111.98179,,,,,,0
16782,171097,4000 W / 9000 S (EB),8975 S 4000 W & 9000 S,40.588424,-111.986335,,,,,,1
16790,BB153219,Midvale Center Station (Bay C),95 W Center St & Midvale Center Station,40.610472,-111.893357,,,,,,1
16791,153149,Center St / Main St (WB),716 W Center St,40.610725,-111.910706,,,,,,0
16792,153220,Center St / Holden St (WB),822  & W 822,40.610556,-111.913472,,,,,,1
16796,172220,7800 S / 1410 W (WB),1410 W 7800 S,40.609652,-111.932234,,,,,,0
16798,172090,7800 S / Redwood Rd (WB),1650 W 7800 S & Redwood Rd,40.609648,-111.937668,,,,,,1
16801,172222,7800 S / 1920 W (WB),1918 W 7800 S & 1920 W,40.609635,-111.942764,,,,,,0
16802,136295,900 W / 3600 S (NB),3595 S 900 W & 700 W,40.693685,-111.916844,,,,,,1
16808,135170,3100 S / Lehi Dr (WB),2800 W 3100 S & 3600 W,40.703994,-111.959876,,,,,,1
